date,open,high,low,close,volume,ROC,SMA,RSI,Real Upper Band,Real Middle Band,Real Lower Band
2023-06-01 12:45:00,271.43,272.29,271.23,272.205,802279.0,2.0833,269.083,67.195,270.6611826931324,269.083,267.50481730686766
2023-06-01 13:00:00,272.23,272.665,271.95,272.52,626700.0,2.5282,269.419,67.995,270.9611848324202,269.419,267.87681516757976
2023-06-01 13:15:00,272.52,272.871,272.05,272.271,556199.0,2.2038,269.7126,66.6427,271.24800204614684,269.7126,268.1771979538532
2023-06-01 13:30:00,272.29,273.04,271.89,272.7,553946.0,2.65,270.0646,67.8039,271.59348082142424,270.0646,268.53571917857573
2023-06-01 13:45:00,272.7,273.59,272.55,273.49,586209.0,2.8081,270.4381,69.8392,271.96502079821244,270.4381,268.9111792017876
2023-06-01 14:00:00,273.49,274.0,273.13,273.531,597262.0,2.6575,270.7921,69.943,272.3023773886543,270.7921,269.2818226113457
2023-06-01 14:15:00,273.54,273.85,272.91,273.24,448308.0,2.4176,271.1146,68.1897,272.5714150857913,271.1146,269.6577849142087
2023-06-01 14:30:00,273.249,273.65,273.22,273.315,398194.0,1.4193,271.3059,68.4046,272.7279931101978,271.3059,269.8838068898022
2023-06-01 14:45:00,273.31,273.78,273.1,273.4,404215.0,1.7624,271.5426,68.6571,272.91763369274264,271.5426,270.16756630725735
2023-06-01 15:00:00,273.42,273.88,273.4,273.662,496540.0,1.0457,271.6842,69.4495,273.0044175684739,271.6842,270.36398243152604
2023-06-01 15:15:00,273.65,273.74,272.315,272.43,669239.0,0.7638,271.7875,61.7254,273.0102400157989,271.7875,270.56475998420115
2023-06-01 15:30:00,272.43,272.436,271.23,271.4,994328.0,0.0863,271.7992,56.2225,273.0323912270107,271.7992,270.5660087729893
2023-06-01 15:45:00,271.42,272.62,271.36,272.61,1445504.0,0.7205,271.8967,60.5695,273.11261428744916,271.8967,270.68078571255086
2023-06-01 16:00:00,272.61,272.93,272.14,272.65,3687254.0,0.8135,272.0067,60.7052,273.2898191614551,272.0067,270.72358083854493
2023-06-01 16:15:00,272.61,272.7,272.61,272.67,140371.0,1.4077,272.1959,60.7763,273.59476007854084,272.1959,270.79703992145915
2023-06-01 16:30:00,272.67,272.97,272.61,272.82,38840.0,1.5144,272.3994,61.3286,273.9484514958771,272.3994,270.8503485041229
2023-06-01 16:45:00,272.82,273.0,272.59,272.78,206543.0,0.9661,272.5299,61.0872,274.1815422233508,272.5299,270.8782577766492
2023-06-01 17:00:00,264.72,272.97,264.72,272.85,3512.0,0.8538,272.6454,61.3674,274.3733358402074,272.6454,270.9174641597926
2023-06-01 17:15:00,272.899,273.0,272.61,272.925,51624.0,0.7215,272.7432,61.6785,273.961711938348,272.7432,271.524688061652
